title,source,date,time,category,sub-category,content,url
"Gelar Aksi Dukung Jokowi, Targetnya Ribuan Massa, yang Datang Hanya Puluhan",posmetro-medan.com,"Oktober 04, 2019",-,nasional,-,",,,Kelompok yang mengatasnamakan dirinya Gerakan Peduli Bangsa menggelar aksi untuk memberikan dukungan kepada pasangan pemenang Pilpres 2019 Joko Widodo-Ma'ruf Amin hingga dilantik pada 20 Oktober mendatang. Mereka tidak ingin ada pihak-pihak yang mengganggu hingga menggagalkan pelantikan Jokowi-Ma'ruf.,,Serempak mengenakan baju berwarna putih, peserta aksi mulai mendatangi Taman Aspirasi, tepat di seberang Istana Merdeka sejak pukul 12.04 WIB.,,Terlihat peserta aksi membawa spanduk bertuliskan 'Kawal Konstitusi Kawal NKRI'. Ada pula spanduk yang bertuliskan 'Apapun Yang Terjadi Kami bersamamu Pakde'.,,Seperti dikutip dari CNNIndonesia.com di lokasi, jumlah peserta tergolong sedikit. Hanya puluhan, tidak sampai ratusan orang yang ada di lokasi. Berbeda dengan pernyataan penanggung jawab Gerakan Peduli Bangsa Oscar Pendong yang mengatakan aksi akan diikuti oleh dua hingga tiga ribu orang.,,""Estimasi Kurang Lebih 2 ribu sampai dengan 3 ribu orang. Bisa lebih bisa kurang, kata Oscar kepada CNNIndonesia.com, Sabtu, (5/10).,,Peserta aksi meminta agar Jokowi-Ma'ruf tetap dilantik pada 20 Oktober mendatang. Orator menyebut aksi yang dilakukan sejak pekan lalu dan ingin menggagalkan pelantikan adalah hasil dari hasutan sejumlah pihak.,,""Tidak boleh ada upaya-upaya penggagalan pelantikan presiden karena pemilihan terpilih adalah hasil konstitusi. Jangan sampai ada hasutan kepada masyarakat,"" tutur seseorang menggunakan pengeras suara.,,Orator lalu meminta semua pihak mengawal pelantikan Jokowi-Ma'ruf pada 20 Oktober mendatang. Dia menegaskan bahwa pelantikan merupakan amanat konstitusi. Karenanya, semua pihak harus menghormati dan perlu mengawal agar terlaksana dengan baik.,,Orator terus menyuarakan dukungan kepada Jokowi-Ma'ruf dan menentang pihak-pihak yang berupaya menggagalkan pelantikan presiden-wakil presiden 20 Oktober mendatangOrator terus menyuarakan dukungan kepada Jokowi-Ma'ruf dan menentang pihak-pihak yang berupaya menggagalkan pelantikan presiden-wakil presiden 20 Oktober mendatang (CNN Indonesia/ Jonathan Patrick),Kerusuhan hanya dibuat oleh oknum oknum tertentu. Kita ajak masyarakat Indonesia dan Jakarta kawal NKRI, konstitusi sampai Jokowi-Ma'ruf selesaikan tugas lima tahun ke depan,"" ujar orator di atas mobil komando.,,""Kita butuh damai bukan kerusuhan. Kita ingin Indonesia damai. Kita ajak masyarakat kawal konstitusi. Pada 20 Oktober nanti tetap melantik presiden,"" lanjutnya.,,Peserta aksi berencana melakukan long march ke arah Patung Kuda kemudian kembali ke Taman Aspirasi. Selama menanti kehadiran peserta aksi yang lain, orator terus bicara menggunakan pengeras suara.,,Dia menyinggung pihak-pihak yang membenci Kepolisian. Terutama terkait pengamanan atas rangkaian aksi unjuk rasa berujung kericuhan di sekitar Gedung DPR, Jakarta, sejak pekan lalu.,,""Kalau ada kelompok masyarakat benci TNI dan Polisi tuh kelompok pengecut. Kalau ada kelompok itu, silahkan turun ke jalan, berhadapan dengan TNI,"" ujar orator. (cnn),loading...",https://www.posmetro-medan.com/2019/10/gelar-aksi-dukung-jokowi-targetnya.html
"Begini Sosok Syahril, Warga asal Medan Deli yang Menusuk Wiranto",posmetro-medan.com,"Oktober 10, 2019",-,Berita Utama,-,",,,Rumah kediaman keluarga Syahril Alamsyah alias Abu Rara (31), tersangka penusukan terhadap Menkopolhukam, Wiranto ramai didatangi polisi di Jalan Alfaka VI, Lingkungan 5, Kelurahan Tanjung Mulia Hilir, Kecamatan Medan Deli, Kota Medan, Kamis (10/10/2019) siang.,,Kehadiran polisi di rumah, Rismawati (54) kakak ipar tersangka, karena ingin mendapatkan informasi tentang keberadaan tersangka yang nekat menikam mantan Panglima TNI tersebut saat berada di pintu gerbang lapangan alun alun Memes, Desa Purworejo, Kecamatan Menwa, Kabupaten Pandeglang, Banten, Kamis pagi.,,Tetangga Syahril Alamsyah, Agus, yang pernah penjabat sebagai Ketua Panitia Pemilihan Suara (PPS) Kelurahan Tanjung Mulia Hilir, mengatakan, sesuai data, Syahril Alamsyah memang benar warga Jalan Alfaka VI. Namun sejak rumahnya terkena proyek pembangunan tol tahun 2017, tersangka hijrah ke Pulau Jawa bersama dua putrinya, sedangkan isterinya sudah lama berpisah.,,""Saya tidak tahu apakah wanita yang melakukan penikaman terhadap pak Wiranto adalah isterinya, sebab isterinya yang pertama sudah bercerai,"" sebut Agus.,,Kepala Lingkungan 5, Kelurahan Tanjung Mulia Hilir, Rizaldi, mengatakan, selama bermukim di Tanjung Mulia Hilir, Syahril Alamsyah yang akrab disapa Alam terlihat biasa saja dan sopan dalam bergaul.,,""Saat ada ganti rugi pembangunan Jalan tol di Tanjung Mulia Hilir, setelah menerima uang ganti rugi, pada tahun 2017, Alam terus pindah rumah yang tidak diketahui ke mana pindahnya,"" sebut Rizaldi.,,Sampai berita ini diturunkan, Rismawati masih menjalani pemeriksaan di rumahnya. Sementara, ratusan warga berdatangan ke rumah keluarga Syahril Alamsyah, karena ingin tahu apa yang terjadi.,,Kapolsek Medan Labuhan, AKP Edy Safari saat berdialog dengan Rismawati, kakak ipar Syahril Alamsyah di rumahnya Jalan Alfaka VI, No 33, Tanjung Mulia Hilir, Medan Deli, Kota Medan. (mbz),loading...",https://www.posmetro-medan.com/2019/10/begini-sosok-syahril-warga-asal-medan.html
"BPJS Defisit Rp32 Triliun! Wamenkeu : Kita Terlalu Dimanja, Sakit Sedikit Langsung ke RS",posmetro-medan.com,"Oktober 08, 2019",-,nasional,-,",,,BPJS Kesehatan terus mengalami defisit anggaran yang tahun ini saja bisa mencapai Rp 32 triliun. Pemerintah berencana menaikkan iuran BPJS Kesehatan untuk menyelesaikan masalah defisit tersebut.,,Wakil Menteri Keuangan, Mardiasmo, mengatakan kenaikan iuran adalah jalan terakhir.,,Kata dia, saat ini pemerintah bersama DPR tengah melakukan kajian kembali dari hasil temuan Badan Pengawasan Keuangan dan Pembangunan (BPKP) terkait BPJS Kesehatan.,,""Sampai hari ini kenapa kami rapat untuk review kembali dan tindak lanjuti temuan BPKP dan hasil diskusi dengan Komisi IX dan Komisi XI DPR. Hasilnya, perbaiki manajemen dan lain-lain. Iuran itu yang terakhir. Nah selisihnya baru kami hitung untuk penyesuaian tarif, jadi tidak ujug-ujug,"" papar Mardiasmo seperti melansir CNBCIndonesia.com.,,Perbaikan manajemen itu dilakukan dengan melihat ulang data kepesertaan untuk penertiban data anggota. Kemudian pemerintah juga meminta 60% dari Peserta Pekerja Bukan Penerima Upah (PBPU) dibenahi.,,""Kita terlalu dimanja, sakit sedikit langsung ke RS, padahal penyakitnya bisa diatasi oleh Fasilitas Kesehatan Tingkat Pertama (FKTP),"" ujar Mardiasmo.,,Di tempat yang sama, Direktur Utama BPJS Kesehatan, Fahmi Idris, mengatakan dari hasil audit BPKP terjadi ketimpangan di pendapatan dan pengeluaran BPJS Kesehatan. Hal ini lantaran banyak masyarakat yang menunggak dan membayar saat membutuhkan layanan saja.,,""Kalau audit BPKP sebetulnya termasuk beban gagal bayar 2018 pindah ke 2019 semuanya Rp 98,5 triliun , dan kemudian pendapatan rill Rp 97,2 triliun, jadi total defisit Rp 18,3 triliun,"" ujar Fahmi.,,Menurutnya, untuk tahun ini saja jika tidak dilakukan perbaikan dalam sistem manajemen, maka defisit akan lebih bengkak dari prediksi awal yang hanya Rp 28 triliun di 2019.,,""Jika tidak ada low enforcement dan penyesuaian iuran defisit Rp 32 triliun dari awalnya Rp 28 triliun,"" tegasnya.,,Oleh karenanya, pihaknya akan mulai memperbaiki manajemen dengan mendata ulang peserta BPJS Kesehatan, klasifikasi kelas rumah sakit dan langkah lainnya yang dilakukan bersama pemerintah termasuk menaikkan iuran BPJS Kesehatan. [ljc],,,loading...",https://www.posmetro-medan.com/2019/10/bpjs-defisit-rp32-triliun-wamenkeu-kita.html
Terpilih Jadi Presiden Hanya Modal Populer dan Dukungan Buzzer,posmetro-medan.com,"Oktober 06, 2019",-,Dahlan Iskan,-,",,,Inilah presiden yang tidak butuh wartawan. Bahkan tidak butuh media sama sekali.,,Namanya hanya terkenal di negaranya. Tiga bulan lalu.,,Kini ia terkenal ke seluruh dunia --sejak Presiden Donald Trump mulai di-impeach.,,Anda pun kini tahu nama presiden baru ini: Volodymyr Zelensky. Yang terpilih sebagai presiden Ukraina --dengan perolehan suara luar biasa: 73 persen.,,Pemilihan presiden itu harus dua tahap. Yang pertama tanggal 31 Maret lalu. Capresnya 39 orang.,,Zelensky memperoleh 30 persen. Yang tertinggi. Tapi belum mencapai 51 persen. Harus maju ke babak kedua.,,Pesaing terdekatnya adalah incumben: Petro Poroshenko. Yang maju lewat jalur independen. Hanya kebagian suara 30 persen.,,Zelensky masih 41 tahun. Ia maju lewat partai baru: Слуга народ. Nama partai ini dibuat sama dengan judul film seri: Servant of the People. Yang diproduksi oleh Zalenky sendiri --pun bintang utamanya ia sendiri.,,Saya sempatkan diri untuk menonton film itu. Seberapa menarik serial 59 episode itu.,,Saya tidak tahu: Zelensky lebih senang diterjemahkan menjadi 'Pelayan Rakyat' atau 'Pengabdi Masyarakat'.,,Di setiap awal seri ditampilkan bintang utamanya. Yang lagi naik sepeda. Menyusuri jalan di Kota Kiev yang cukup modern. Menuju sekolah --tempatnya mengajar.,,Meski naik sepeda ia mengenakan jas dan dasi. Ia guru sejarah di SMA itu.,,Sambil naik sepeda ia menyanyikan lagu merdu dengan nada gembira.,,Sepotong liriknya berbunyi:,,Saya ini guru,Yang mencintai negara,Mencintai istri,Dan mencintai anjing,Saya akan buat tatto di perut,Yang bunyinya 'saya cinta negara', 'saya pelayan rakyat'.,,Di setiap seri muncul pembukaan seperti itu. Lalu dimulailah seri pertama.,,Adegan awalnya: saat ia dibangunkan alarm. Kelihatan harus menggeliat tergesa-gesa. Akan ada rapat dewan guru.,,Terjadilah humor di rumah itu: bagaimana ia minta tolong ibunya agar menyetrikakan baju. Juga bagaimana merebut roti yang siap masuk mulut ayahnya. Dan harus bertengkar dengan adik perempuannya: soal siapa yang harus lebih dulu masuk kamar mandi.,,Ternyata ada yang diam-diam merekam ketegangan pagi di rumah itu. Yang merekam adalah salah satu muridnya sendiri yang usil. Video itu diposting di medsos. Heboh. Hari itu kelas sejarah hanya sibuk saling melihat video gurunya --yang masih berpakaian bangun tidur.,,Adegan itu diselingi dengan kejadian akan datang. Semacam film Back to the Future.,,Yakni saat sang guru tiba-tiba terpilih jadi presiden. Pagi itu ia belum tahu kalau terpilih. Tiba-tiba ada Paspampres yang mengetuk pintu rumahnya. Saat itu ia baru merebut roti dari mulut ayahnya.,,""Bapak harus segera ke istana. Untuk menjalani hari pertama sebagai presiden,"" ujar Paspampres itu.,,""Tidak bisa. Saya ada undangan rapat dewan guru,"" jawabnya.,,Paspampres memaksa.,,Ia kaget.,,Ternyata ia dijemput mobil kepresidenan. Dengan pengawalan ketat.,,Dalam perjalanan ke istana itu ia melihat siaran TV di mobil. Tentang kegembiraan rakyat yang luar biasa. Terhadap keterpilihan dirinya sebagai presiden.,,""Hah? Saya jadi presiden?"" katanya pada diri sendiri.,,Tiba di istana ia diberi tahu. Acara pertama hari itu adalah pemotretan. Untuk membuat foto resmi presiden baru. Yang akan dipasang di istana dan di mana-mana.,,Adegan berikutnya ia diminta memilih jam tangan. Disodorkan padanya merk-merk Patek Philippe, Louis Moinet, dan yang supermahal lainnya.,,Ia menolak. Pilih pakai jamnya sendiri.,,Lalu diminta memilih jas: Hermes, Versace, dan sejenisnya.,,Ia menolak.,,Disodori pilihan sepatu mahal-mahal. Menolak.,,""Saya harus segera balik ke sekolah. Ada rapat dewan guru. Saya takut telat,"" pintanya pada Paspampres.,,Tiba di sekolah ia sudah dihadang panggilan kepala sekolah.,,Ternyata sang kepala sekolah marah besar. Soal viralnya video guru dalam keadaan tidak sopan itu.,,Ia diancam dipecat.,,Ia pun tidak jadi rapat dewan guru.,,Keluar dari ruang kepala sekolah Paspampres sudah menunggu. Untuk acara presiden berikutnya.,,Sekolah itu pun heboh. Ternyata seorang gurunya terpilih jadi Presiden Ukraina.,,Kehebohan selanjutnya --dan kelucuan komedinya-- Anda bisa nonton sendiri.,,Bintang utama film seri itu, Zelensky, begitu populer. Mengalahkan popularitas siapa pun di negeri itu.,,Akhirnya Zelensky tergoda masuk politik. Enam bulan sebelum pemilu bikin partai baru: Partai Слуга народу.,,Lalu ia terpilih itu. Di saat kepercayaan rakyat pada partai lama tinggal 14 persen.,,Pelajaran berharganya: jangan takut bikin partai baru.,,Asal mendapat capres yang idola.,,Yang penting: ia populer. Soal mampu atau tidak bukan salah yang terpilih.,,Tidak fair untuk menilai Zelensky sekarang. Baru empat bulan. Yang jelas ia sudah bikin damai di wilayah paling timur. Yang ingin merdeka itu.,,Selebihnya masih harus diberi waktu.,,Yang jelas rakyat masih terus memujanya. Bulan madu masih belum selesai.,,Selama empat bulan ini Presiden Zelensky belum pernah mengadakan konferensi pers. Belum pernah juga memberi kesempatan sebuah wawancara pers.,,Ia tidak percaya pada media yang sudah ada. Ia tidak percaya koran. Tidak percaya radio. Tidak percaya televisi.,,Ia hanya percaya medsos. Dan itu medsosnya sendiri.,,Semua media lama ia anggap media yang korup. Media yang hanya membela kepentingan tertentu.,,Zelensky hanya percaya pada media sosial yang mendukungnya.,,Ia terus memproduksi video. Untuk diposting di medsosnya sendiri. Ia memberikan wawancara khusus: kepada medsosnya sendiri.,,Tim medsosnya terus bergerak: membangun citra Zelensky yang tiada tara.,,Ahli media lantas mengingatkan: fungsi media adalah untuk check and balance. Media harus tetap berfungsi seperti itu. Bahkan harus kian independen.,,Misalnya saat terjadi perdamaian di wilayah timur itu. Medsos mengatakan tentara Ukraina sudah bisa meninggalkan daerah konflik hari itu.,,Keluarga tentara banyak yang  datang ke bandara. Ternyata hari itu mereka belum bisa pulang.,,Kadang-kadang buzzer juga merugikan yang dibela secara membabi-buta.(Dahlan Iskan),loading...",https://www.posmetro-medan.com/2019/10/terpilih-jadi-presiden-hanya-modal.html
Sergai Heboh! Polisi dan Istrinya Ditemukan Tewas dengan Luka Tembak di Kepala,posmetro-medan.com,"Oktober 05, 2019",-,Berita Utama,-,",,,Seorang personel polisi yang bertugas di Polres Serdang Bedagai (Sergai) ditemukan tewas bersama istri di rumahnya Dusun VI Desa Lidah Tanah Kecamatan Perbaungan Kabupaten Serdang Bedagai (Sergai), Sumatera Utara (Sumut). Aiptu Pariadi dan Istrinya Fitri ditemukan tewas dengan luka tembak.,,Keduanya ditemukan meninggal dunia pada Minggu (6/10/2019) dini hari. Warga sekitar rumah korban sempat terdengar letusan senjata api.,,Menurut warga sekitar kediaman korban, saat peristiwa itu terjadi, kedua korban berada di rumah bersama dua anaknya yang tengah tertidur. Sementara anak pertamanya belum pulang ke rumah.,,""Ada anaknya yang di rumah manggil kakeknya. Kami penasaran dan melihat ke rumahnya. Memang ada dengar macam suara letusan gitu, ada lebih dua kali suaranya,"" kata Udin yang merupakan tetangga korban, Minggu (6/10/2019) pagi.,,Setibanya di rumah Aiptu Pariadi, udin melihat kedua korban telah meninggal dunia. ""Sudah meninggal dan bagian kepalanya sudah berlumuran darah. Kayak ada lubang bekas tembakan. Jarak mayatnya paling 3 meter aja,"" ungkapnya.,,Aiptu Pariadi ditemukan tergeletak di depan pintu kamar. Sementara istrinya Fitri ditemukan berada di ruangan tempat korban menonton televisi.,,Warga sekitar, kata Udin, langsung melaporkan peristiwa itu ke perangkat desa dan kepolisian. Setelah petugas kepolisian datang, kedua korban langsung dievakuasi ke Rumah Sakit Umum Daerah (RSUD) di Kecamatan Perbaungan Kabupaten Sergai.,,Petugas kepolisian juga melakukan olah tempat kejadian perkara (TKP). Saat ini kediaman korban dipasangi garis pembatas polisi (police line).(dtc),,,loading...",https://www.posmetro-medan.com/2019/10/sergai-heboh-polisi-dan-istrinya.html
MIS Sabet Juara Umum 2 Kejuaraan Sepatu Roda Piala Wali Kota Pariaman,posmetro-medan.com,"Oktober 07, 2019",-,Medan Bung,-,",,,,,,,,,,,,,,,,,,,,,,,,loading...",https://www.posmetro-medan.com/2019/10/mis-sabet-juara-umum-2-kejuaraan-sepatu.html
"PNS Jangan Coba-coba Ngelike Status Penyebar Kebencian, Bakal Disanksi Berat!",posmetro-medan.com,"Oktober 14, 2019",-,Berita Utama,-,",,,Pegawai Negeri Sipil (PNS) dilarang menyebarkan kabar berisi ujaran kebencian terkait suku, agama, ras, dan antargolongan (SARA). PNS yang terbukti menyebarkan ujaran kebencian bakal mendapat sanksi disiplin.,,""PNS yang terbukti menyebarluaskan berita hoaks yang bermuatan ujaran kebencian terkait SARA merupakan suatu pelanggaran disiplin dan dijatuhi hukuman disiplin sesuai dengan ketentuan peraturan perundang-undangan,"" kata Kepala Badan kepegawaian Negara, Bima Haria Wibisana, dikutup dari Merdeka.com, Senin 14 Oktober 2019.,,Pelanggaran disiplin yang dimaksud berupa penyampaian pendapat di muka umum, baik secara lisan maupun tertulis, yang dilakukan secara langsung maupun melalui media sosial.,,Ujaran yang disampaikan meliputi hate speech terhadap Pancasila, Undang-Undang Dasar Negara Republik Indonesia Tahun 1945, Bhinneka Tunggal Ika, dan Negara Kesatuan Republik Indonesia (NKRI) serta Pemerintah.,,""Menyebarluaskan pendapat yang bermuatan ujaran kebencian sebagaimana dimaksud baik secara langsung maupun melalui media sosial share, broadcast, upload, retweet, regram, dan sejenisnya,"" kata dia.,,,loading...",https://www.posmetro-medan.com/2019/10/pns-jangan-coba-coba-ngelike-status.html
"Aktivis Walhi Sumut Meninggal, Kata Pak Polisi Karena Kecelakaan, Tapi...",posmetro-medan.com,"Oktober 07, 2019",-,Berita Sumut,-,",,,Aktivis Wahana Lingkungan Hidup (Walhi) Sumatera Utara, Golfrid Siregar meninggal akibat luka serius di bagian kepala. Golfrid sempat menjalani perawatan intensif sebelum mengembuskan nafas terakhir di RSUP Adam Malik pada Minggu (6/10).,,Aktivis Walhi Sumatera Utara Roy Lumbangaol menduga Golfrid telah menjadi korban kekerasan dan percobaan pembunuhan. Dia berasumsi demikian karena Golfrid sempat ditemukan terkapar tak sadarkan diri empat hari sebelumnya.,,""Walhi Sumut melihat bahwa terindikasi korban telah menjadi korban kekerasan dan percobaan pembunuhan karena aktivitas politik korban selama ini sebagai pembela hak asasi manusia khususnya untuk isu lingkungan melalui Walhi Sumatera Utara,"" ucap Roy melalui keterangan tertulis, Senin (7/10).,,Roy lalu menjelaskan kronologi Golfrid ditemukan terkapar, mendapat perawatan hingga menghembuskan nafas terakhir.,,Golfrid, kata Roy, sempat hilang. Keberadaannya tidak diketahui sejak Rabu lalu (2/10) pukul 17.00 WIB. Mulanya, Golfrid ingin bertemu seseorang di daerah Marendal. Sejak itu, Golfrid tidak bisa dihubungi lagi oleh istrinya.,,Keesokan harinya, yakni pukul 01.00 WIB Kamis dini hari (3/10), Golfrid ditemukan terkapar di flyover Simpang Pos, Jalan Jamin Ginting, Medan. Golfrid ditemukan oleh seorang tukang becak. Namun, sudah dalam kondisi tak sadarkan diri.,Lihat juga: Keluarga Minta Tersangka Makar Dikembalikan ke Papua,Setelah itu, Golfrid lantas dibawa ke RS Mitra Sejati. Dia lalu dirujuk ke RSUP Adam Malik karena kepalanya mengalami luka serius dan harus segera dioperasi.,,""Golfrid Siregar mengalami luka serius di bagian kepala yang menyebabkan tempurung kepala hancur,"" ucap Roy.,,Penanganan medis tidak membuahkan hasil. Golfrid meninggal dunia pada Minggu (6/10) atau setelah tiga hari mendapatkan perawatan intensif.,Lihat juga: Surya Anta Disebut Sakit Telinga hingga Tak Bisa Dengar,Merujuk dari pernyataan Roy, Kepolisian menyatakan bahwa Golfrid adalah korban kecelakaan lalu lintas. Namun, Roy tidak sependapat. Dia menduga rekannya itu adalah korban tindak kekerasan.,,CNNIndonesia.com telah berupaya menghubungi Kabid Humas Polda Sumut AKBP Tatan Dirsan Atmaja. Namun, belum ada tanggapan.,,""Walhi Sumut menemukan banyak kejanggalan dari peristiwa yang menimpa almarhum Golfrid. Kepala korban mengalami luka serius seperti dipukul keras dengan senjata tumpul. Selain bagian kepala, bagian tubuhnya tidak mengalami luka yang berarti layaknya orang yang mengalami kecelakaan lalu lintas,"" tutur Roy.,,""Sementara itu barang-barang korban seperti tas, laptop, Dompet dan cincin ikut raib. Sementara sepeda motornya hanya mengalami kerusakan kecil saja,"" lanjutnya.,,Walhi Sumut, kata Roy, mendesak Polda Sumatera Utara untuk mengusut tuntas apa yang dialami Golfrid. Menurutnya itu penting demi memberikan rasa aman bagi para pegiat HAM serta masyarakat pada umumnya di Sumatera Utara.,,""Sangat penting pengungkapan kasus ini transparan dan akuntabel,"" ucap Roy.,,,loading...",https://www.posmetro-medan.com/2019/10/aktivis-walhi-sumut-meninggal-kata-pak.html
Warning dari Polda Sumut : Penjual Minyak Eceran Bisa Dipidana dan Denda Miliaran Rupiah,posmetro-medan.com,"Oktober 13, 2019",-,Berita Sumut,-,",,,Polda Sumut belum memberikan sanksi kepada para penjual minyak eceran yang terjual bebas di masyarakat.,,Seperti halnya yang tertuang dalam Pasal 53 UU No. 22 tahun 2001 dijelaskan, barang siapa melakukan pengolahan Migas tanpa izin diancam pidana maksimal tiga tahun penjara dengan denda maksimal Rp 30 miliar.,,""Bentuk pasal ini belum kita terapkan di masyarakat,"" kata Kapolda Sumut Irjen Pol Agus Andrianto, Minggu (13/1/2019).,,Pasalnya, kata orang nomor satu di Polda Sumut ini, pihak Pertamina sampai saat ini belum pernah melakukan koordinasi ke Polda Sumut.,,,""Kita mengetahui bahwa peraturan seperti itu ada.,,Namun belum ada masukan dari pihak Pertamina terkait hal yang demikian,""ujarnya.,,Mantan Wakapolda Sumut ini juga membeberkan seharusnya pihak Pertamina kalau sudah mengetahui banyaknya penjual minyak eceran harus lebih giat lagi menuntaskannya.,,,""Kebiasaan mereka buang badan.,,Bukannya mereka harusnya tau di mana rumah mereka yang bocor?"" kata pria dengan bintang dua dipundaknya ini.,,Sejauh ini, masih dikatakan Agus, pihaknya (Polda Sumut) belum melakukan tindaklanjut terkait penjual minyak eceran,,,loading...",https://www.posmetro-medan.com/2019/10/warning-dari-polda-sumut-penjual-minyak.html
Gawat!!! Titik Api di Sumatera dan Kalimantan Makin Banyak,posmetro-medan.com,"Oktober 15, 2019",-,nasional,-,",,,Titik panas atau hot spot kembali bermunculan di wilayah terdampak bencana kebakaran hutan dan lahan (Karhutla). Kabut asap diperkirakan akan kembali muncul menyelimuti kota-kota yang berdekatan dengan lokasi bencana.,,Oleh karena itu, Badan Meteorologi Klimatologi dan Geofisika (BMKG) meminta kepada masyarakat untuk tetap mewaspadai sebaran asap akibat dari kebakaran hutan dan lahan (Karhutla), khususnya di beberapa wilayah Sumatra dan Kalimantan.,,Berdasarkan pantauan satelit Modis (Terra Aqua), Suomi NPP, dan NOAA-20 selama sepekan terakhir (8 Oktober 2019–14 Oktober 2019), sejak tanggal 9 Oktober 2019 BMKG mendeteksi adanya peningkatan jumlah titik panas di beberapa wilayah Indonesia yang saat ini tercatat sebesar 1.547 titik.,,,“Titik panas tersebut khususnya muncul di wilayah Sumatra Selatan, Kalimantan Tengah, Jambi dan Kalimantan Timur, sedangkan jumlah titik panas di Riau, Kalimantan Selatan, dan Kalimantan Barat cenderung menurun,” kata Deputi Metereologi BMKG Mulyono Rahardi Prabowo, dalam siaran persnya, Rabu (16/10).,,Mulyono menjelaskan, berdasarkan pantauan citra Himawari-8 dan potensi angin bergerak ke arah Barat Daya, menurut Mulyono, sebaran asap dari jumlah titik hotspot ini cenderung meluas di Sumatra Selatan, Bengkulu, Jambi, Riau, Sumatra Barat, Kalimantan Tengah dan Kalimantan Selatan.,,Deputi Bidang Metereologi BMKG itu menambahkan, meski di beberapa wilayah Sumatra dan kalimantan sudah mulai turun hujan ringan–sedang, namun masyarakat masih harus mewaspadai terjadinya kebakaran hutan dan lahan (Karhutla).,,Ia menjelaskan, BMKG bersama dengan TNI, BPPT dan BNPB sedang meningkatkan potensi pertumbuhan awan hujan di daerah terjadinya karhutla dengan teknologi modifikasi cuaca yang dilaksanakan di Riau, Sumatra Selatan, Kalimantan Barat, dan Kalimantan Tengah.,,,loading...",https://www.posmetro-medan.com/2019/10/gawat-titik-api-di-sumatera-dan.html
"Eldin Kena OTT, ASN Kompak Tutup Mulut, Wawalkot : Saya Tak Tahu",posmetro-medan.com,"Oktober 16, 2019",-,Berita Utama,-,",,,Kabar Operasi Tangkap Tangan (OTT) Walikota Medan Drs Dzulmi Eldin oleh KPK diduga terlibat suap fee proyek. Sejumlah pejabat dan pihak swasta disebut ikut diamankan.,,Menurut informasi, pejabat yang ikutt diamankan KPK, pejabat di Dinas PU Kota Medan, pejabat di sekretariat kantor Walikota Medan dan pihak swasta. Dikhabarkan, Walikota Medan dan lainnya tersandung setoran dari sejumlah SKPD ke Walikota Medan.,,,Selain pejabat di Dinas PU yang ikut diamankan juga pejabat yang mengurusi kegiatan Walikota Medan.,,Dari pengamatan wartawan di kantor Walikota Medan, Rabu (16/10) hingga pukul 10.10 wib, belum ada ruangan di kantor Walikota Medan yang disegel KPK. Hanya saja, akses ruangan Walikota dan Sekda Medan dari ruang tunggu di lt 2 terlihat ditutup dan dipalang sapu.,,Sementara di loby kantor Walikota Medan tarlihat dipadati wartawan untuk mencati informasi. Sedangkan sejumlah ASN hanya memperhatikan dari jarak jauh dan tak bersedia komentar.,,,Wakil  Wali Kota Medan,  Akhyar Nasution ketika dikonfirmasi mengaku belum bisa berkomunikasi dengan Eldin.  Bahkan,  siapa aja yang turut diamankan juga belum tahu.,,""Saya belum mengetahui siapa aja yang terlibat.  Selain itu,  dimana Eldin ditangkap KPK juga tak tahu,"" ujar Akhyar kepada wartawan di gedung Balaikota.,,,Disamping itu,  Akhyar juga mengaku pelayanan publik tetap berjalan normal. ""Semua pelayanan publik tetap berjalan normal. Tidak ada kendala,"" ungkapnya. (pm),loading...",https://www.posmetro-medan.com/2019/10/eldin-kena-ott-asn-kompak-tutup-mulut.html
