title,label,label_score
Ini Sebab Getaran Gempa Tuban Terasa sampai Jauh,clickbait,1
"DPR Revisi 3 Undang-Undang, Dianggap Kembalikan Lagi Orde Baru",non-clickbait,0
Mira Lesmana Comot Nama Vina Panduwinata dan Krisdayanti Buat...,clickbait,1
"Setahun Gempa Palu, Warga Cerita Detik-detik Likuifaksi",clickbait,1
2 Rahasia Bugar Katy Perry Selain Rutin Konsumsi Cuka Apel,clickbait,1
Imam Nahrawi di Pusaran Suap Dana Hibah KONI,non-clickbait,0
"Polusi Udara, Pabrik Arang di Cilincing Dibongkar Hari Ini",non-clickbait,0
Jalan Tol Terbanggi Besar - Kayu Agung Diresmikan Oktober,non-clickbait,0
"Bantai Mariana Utara 15-1, Ini Alasan Timnas U-16 Tak Selebrasi",non-clickbait,0
"WWF Indonesia: Karhutla 2019 Tidak Separah 2015, tapi...",clickbait,1
Puluhan Orangutan di Nyaru Menteng Terkena ISPA akibat Kabut Asap,non-clickbait,0
"UNS Rancang Masker Anti-Kabut Asap, Ini Fungsinya",clickbait,1
"Seri 6 ARRC Sepang, Pembalap Astra Honda Yakin Bisa Kuasai Podium",non-clickbait,0
"Menpora Imam Nahrawi Tersangka Korupsi, Pengurus Sambo Galau",non-clickbait,0
"Pabrik Arang Ditutup, Pemkot Jakarta Utara Janji Berikan Bantuan",non-clickbait,0
Lisa Setiawati Rebut Emas Kejuaraan Dunia Angkat Besi,non-clickbait,0
DKI Tetap Alokasikan Anggaran BPJS untuk Pemulung Bantargebang,non-clickbait,0
"Korupsi Kemenpora, Imam Nahrawi: Tidak Seperti Yang Dituduhkan",non-clickbait,0
Lisa Blackpink Kirim Donasi untuk Korban Banjir Thailand,non-clickbait,0
Laode Syarif Hargai Pengunduran Diri Imam Nahrawi,non-clickbait,0
Bank Prediksi Kredit Kendaraan Bermotor  Lesu Hingga Akhir Tahun,non-clickbait,0
UEA Bergabung Koalisi Patroli Maritim Amankan Kawasan Teluk,non-clickbait,0
Gamis Tenun Rancangan Tuty Adib Tampil di New York Fashion Week,non-clickbait,0
Korea Selatan - Arab Saudi Bangun Sistem Anti Serangan Drone?,clickbait,1
Otoritarianisme dan Demokrasi Prosedural,non-clickbait,0
"Hasil Liga Champions: PSG Vs Real Madrid 3-0, Di Maria Merajalela",clickbait,1
Jokowi Didesak Tak Setujui Pengesahan RKUHP di Paripurna,non-clickbait,0
Kesepakatan Mahasiswa dengan Setjen DPR tanpa Materai,non-clickbait,0
Marselino Ferdinan Bicara Gol yang Bikin Bima Sakti Marah,clickbait,1
Pegawai Transjakarta Ditemukan Terluka di Lokasi Prostitusi,non-clickbait,0
Hasil Liga Europa: Eintracht Frankfurt Vs Arsenal 0-3,non-clickbait,0
KPK Minta Imigrasi Cegah Imam Nahrawi ke Luar Negeri,non-clickbait,0
Pembalap Malaysia Menangi Etape I Tour de Siak 2019,non-clickbait,0
"Pelemahan KPK Dilaporkan ke PBB, KPK: Kami Hargai dan Hormati",non-clickbait,0
TNI Tunjuk Putra Asli Papua Jadi Pangdam Cendrawasih,non-clickbait,0
"China Open 2019: Perempat Final, Anthony Hadapi Pemain India Lagi",non-clickbait,0
Inilah Enam Wakil Indonesia dalam Perempat Final China Open 2019,clickbait,1
"Korban Kekerasan Seksual Kakek Alfa Romeo Trauma, Ini Sebabnya",clickbait,1
Pemimpin Tertinggi Iran Khamenei Menolak Bertemu Trump,non-clickbait,0
Preview Timnas U-16 vs Kepulauan Mariana Utara Hari Ini,non-clickbait,0
Alasan KPK Tak Tetapkan Boediono Tersangka Kasus Bank Century,clickbait,1
LBH Papua: Polisi Tangkap Ketua KNPB Agus Kossay,non-clickbait,0
Polri Segera Umumkan Hasil Investigasi Peristiwa Blackout PLN,non-clickbait,0
"Jadwal Kualifikasi Piala AFC U-16 2020 Hari Ini, Timnas U-16 Main",non-clickbait,0
"China Open 2019: Main Rabu Ini, Anthony Ginting Diharapkan Fokus",non-clickbait,0
"Pembobolan Bank Pakai KUDO, 2 Buron Terlacak Ada di ...",clickbait,1
"Negara Kucurkan Dana Darurat Rp 1,1 Triliun Atasi Kebakaran Hutan",non-clickbait,0
"Anggota Baru DPRD DKI, Belasan Absen Rapat Paripurna Pertama",non-clickbait,0
"Aksi Nenek Gendong Jenazah Cucu, Ini Kata Anies Baswedan",clickbait,1
MMA: 10 Hal yang Perlu Diketahui dari Sosok Conor McGregor,clickbait,1
"Polisi Gerebek Pabrik Mi Berformalin di Cianjur, Tangkap 7 Orang",non-clickbait,0
"Balita Meninggal di Koja, Begini Menu Sehat SDN Diperiksa",non-clickbait,0
Waspada Pasal Karet Revisi KUHP: Kenalkan Kontrasepsi Bisa Denda,non-clickbait,0
Jadwal China Open 2019 Rabu: Ada Juara Dunia Hendra - Ahsan,non-clickbait,0
Ombudsman Evaluasi Kesiapaan Kebijakan Jaminan Produk Halal,non-clickbait,0
"Daftar Pemilihan Wali Kota Tangsel, Adik Dinasihati Airin Begini",clickbait,1
Liga Champions: Valencia Permalukan Chelsea 1-0,non-clickbait,0
Jadwal Liga 1 Rabu: Ada Persib Bandung dan Madura United,non-clickbait,0
Dua Alasan Pemkot Jakut Bongkar Industri Arang di Cilincing,clickbait,1
"Liga Champions: Napoli Vs Liverpool 2-0, Llorente Balas Dendam",non-clickbait,0
KPK Sebut Penetapan Tersangka Imam Nahrawi Tak Bermotif Politik,non-clickbait,0
"Esport: EVOS.AOV Akan Berlaga di AIC 2019, Total Hadiah Rp 7 M",non-clickbait,0
Tim Astra Honda Racing Incar Podium ARRC di Sepang,non-clickbait,0
"BMKG: Kemarau Lebih Panjang, Musim Hujan Diprediksi November",non-clickbait,0
"Salah Kaprah Tentang Lingerie, Kerap Dikaitan dengan Hal Negatif",clickbait,1
Panglima TNI Peroleh Doktor Kehormatan dari UNS Jumat Ini,non-clickbait,0
"Bangun Tidur, Tekanan Darah Naik. Ini Kata Dokter",clickbait,1
"Laga Internasional One Pride MMA, Ditayangkan Langsung di TVOne",non-clickbait,0
Hasil Lengkap Liga Europa: Manchester United dan Arsenal Menang,non-clickbait,0
"Kebakaran Hutan, Polisi Tambah Satu Tersangka Korporasi",non-clickbait,0
"Cabut Kasasi Sodetan Ciliwung, DKI Segera Bahas Pengerjaan Fisik",non-clickbait,0
Orang Tua Motivasi Ruy Arianto Tampil Terbaik di Timnas U-16,non-clickbait,0
Ada Apa dengan Gempa Dalam di Laut Jawa?,clickbait,1
Mahathir Sebut Tawarkan Bantuan untuk Jokowi Soal Kebakaran,non-clickbait,0
"Manchester United Vs Astana 1-0, Mason Greenwood Torehkan Rekor",non-clickbait,0
Isyana Sarasvati Senang Eksplorasi Makeup di Mata dan Bibir,non-clickbait,0
Prediksi Liga 1 Rabu: Borneo FC Vs Madura United,non-clickbait,0
RUU Pertanahan Dinilai Tak Sesuai dengan Semangat Reforma Agraria,non-clickbait,0
Huawei Bakal Luncurkan Ponsel Terbaru Pasca Diboikot Amerika,non-clickbait,0
"Penentu Kemenangan Man United, Mason Greenwood Dipuji Solskajer",non-clickbait,0
Pendaki Australia Merangkak Dua Hari dengan Kaki Patah,non-clickbait,0
Drone Emprit Temukan Cara Buzzer Serang KPK Lewat Give Away,non-clickbait,0
Pasal-pasal Revisi UU KPK yang Potensial Lemahkan KPK,clickbait,1
"Data Penumpang Bocor, Lion Air Mengaku Jadi Korban",non-clickbait,0
"Viral Nenek Gendong Jenazah Cucu, Wali Kota Jakut Rencanakan Ini",clickbait,1
"Liga Champions: Olympiacos Vs Tottenham 2-2, Harry Kane Kecewa",non-clickbait,0
Hasil Liga Champions: Skor Lengkap Laga Kamis Dinihari,non-clickbait,0
"Usai Rehat, Jungkook BTS Kejutkan Fans dengan Penampilan Baru",clickbait,1
"Waspada, Bahan Kimia Kosmetik Bisa Membahayakan Hormon Reproduksi",clickbait,1
Industri Properti Diprediksi Tumbuh Stagnan Sampai Tahun Depan,non-clickbait,0
Cerita Polisi Soal Pegawai Transjakarta Diduga Mau Bunuh Diri,clickbait,1
"Borong 5 Gol buat Timnas U-16, Ini Kata Marselino Ferdinan",clickbait,1
Vivo V17 Pro Bakal Dirilis di Indonesia Senin Depan,non-clickbait,0
Timnas U-16 Cukur Mariana Utara 15-1: Klasemen dan Jadwal Berikut,non-clickbait,0
Penyidikan Imam Nahrawi Dilakukan Sebelum Revisi UU KPK Disahkan,non-clickbait,0
Hasil Liga Champions: Atletico Madrid Vs Juventus 2-2,non-clickbait,0
"Persib Vs Semen Padang 1-1, Benarkah Ada Upaya Walk Out?",clickbait,1
PT Geo Dipa Energi Kantongi PMN Rp 700 Miliar,non-clickbait,0
Lamborghini Aventador Terbaru Tinggalkan Teknologi Superkapasitor,non-clickbait,0
Anak Bunuh Bapak Tiri di Bekasi karena Tak Terima Dinasihati,non-clickbait,0
"AS Bagi-bagi Drone ScanEagle, Ini Spesifikasinya",clickbait,1
"Persib Bandung Ditahan Semen Padang 1-1, Apa Kata Robert Alberts?",clickbait,1
KPK akan Segera Periksa Menpora Imam Nahrawi,non-clickbait,0
"Jadwal Liga 1 Kamis: Ada Persija, PSS Sleman, dan PSM Makassar",non-clickbait,0
Hasil Liga Champions: Inter Milan Vs Slavia Praha 1-1,non-clickbait,0
Hasil Liga Champions: Shakhtar Donetsk Vs Manchester City 0-3,non-clickbait,0
"Liga Champions: Dortmund Vs Barcelona 0-0, Messi Masuk Babak 2",non-clickbait,0
"Persija Pecat Pelatih Usai Ditekuk Bali United, Ini Kata Teco",clickbait,1
Trump Bakal Soroti Isu Penahanan Warga Uighur oleh Cina di PBB?,clickbait,1
Hasil Lengkap Liga Champions Rabu Dinihari: Penuh Kejutan,clickbait,1
Peneliti CIPS: Produksi Kakao dan Kopi Indonesia Turun,non-clickbait,0
Sri Mulyani Sebut Teknologi Canggih Bisa Genjot Penerimaan Pajak,non-clickbait,0
"Usai Segel 2 Pabrik, Polisi Incar 23 Industri Arang di Cilincing",non-clickbait,0
"Istri Hamil, Suami Bisa Dukung dengan Gaya Hamil Berdua",clickbait,1
Cara Pemerintah Antisipasi Lonjakan Harga Minyak,clickbait,1
Hasil Liga Champions: Ajax Amsterdam Vs Lille 3-0,non-clickbait,0
Klasemen Liga Champions Usai Laga Rabu Dinihari Penuh Kejutan,clickbait,1
Ini Spesifikasi Drone CH-4 yang Digunakan TNI AU,clickbait,1
TAM Janjikan Toyota Prius PHEV Hadir Harga Dibawah Rp 1 M,non-clickbait,0
"Boteng Tunggul, Tradisi Ratusan Abad dari Desa Pringgasela",non-clickbait,0
PM Mahathir Jual Aset Properti Pemeritah untuk Bayar Utang Negara,non-clickbait,0
"China Open 2019: Anthony Ginting vs Nishimoto, Ini Rekor Mereka",clickbait,1
Apa Dampak Ledakan Kilang Minyak Aramco ke Ekonomi Indonesia?,clickbait,1
Revisi UU KPK Diklaim Bikin Reforma Agraria Jalan di Tempat,non-clickbait,0
"Tsunami Sulit Diprediksi, Ini Kata Ahli yang Harus Kita Lakukan",clickbait,1
"Bintang Liga Champions: Erling Haaland, Remaja Penoreh Hat-trick",non-clickbait,0
Liga Champions: Erling Haaland Berharap Salzburg Ikuti Jejak Ajax,non-clickbait,0
Warga Parepare Nyalakan Lilin di Monumen Cinta Habibie Ainun,non-clickbait,0
Kerusuhan 22 Mei: Vonis 4 Bulan Bui Disambut Sukacita Keluarga,non-clickbait,0
Airlangga Hartarto Kenang BJ Habibie yang Kuasai Ilmu Politik,non-clickbait,0
Samsung Hubungkan Dua Juta Pengguna dengan Jaringan 5G,non-clickbait,0
"Inter Milan Seri di Awal Liga Champions, Begini Kata Conte",clickbait,1
Kerugian Akibat Kebakaran Hutan di Riau Tembus Rp 50 Triliun,non-clickbait,0
"Real Madrid Keok, Pemain Ini Selfie dengan Mbappe, Akibatnya...",clickbait,1
"Sebulan Perluasan Ganjil Genap, DKI Catat Penurunan Angka Polusi",non-clickbait,0
Macan Kumbang Muncul di Atap Rumah Warga di Prancis,non-clickbait,0
Hyundai Akan Kembangkan Airbag di Sisi Tengah Kursi Depan,non-clickbait,0
Setelah Menpora Tersangka,clickbait,1
"Seleksi CPNS Oktober, Dua Alasan Utama Orang Ikut Tes Ini",clickbait,1
Cerita Demi Moore Atasi Keterpurukan setelah Bercerai,clickbait,1
Evolusi Baru Burberry di London Fashion Week,non-clickbait,0
"Fungsi Publik Berkurang, Bulog Jual 50 Produk Beras Komersial",non-clickbait,0
Anggota DPR Sebut Sanksi Pidana di RKUHP Disusun Pakai Perasaan,non-clickbait,0
Petenis Brasil Ini Diskors Seumur Hidup Karena Pengaturan Skor,non-clickbait,0
Buwas: Bulog Akan Jual 50 Produk Beras Komersil ke Masyarakat,non-clickbait,0
"Jumat Malam, Jadwal Timnas U-16 Indonesia Vs Brunei",non-clickbait,0
Prediksi Persela Lamongan Vs Arema FC di Ajang Liga 1 Jumat Malam,non-clickbait,0
Begini Riset Soal Kebohongan Pinokio,clickbait,1
Cerita Massa Pendukung Revisi UU KPK Bingung Isi Protes di DPR,clickbait,1
"Gempa di Lautan India, Getaran Dirasakan di Jember sampai Malang",non-clickbait,0
"IPhone 11 Diluncurkan, Harga Mulai Rp 9,8 Juta",non-clickbait,0
Lika-liku Fahri Hamzah Dirikan Partai Gelora,clickbait,1
"Polisi Sebut Kivlan Zen Mau Bunuh 4 Pejabat, JPU: Wiranto, Luhut",non-clickbait,0
Model Nyaris Dipenjara di Korea Utara karena Curi Topi Tentara,non-clickbait,0
"Subsidi Listrik Pelanggan 900 VA Akan Dicabut, PLN Tunggu Siapa?",clickbait,1
Luhut Panjaitan Mengakui Reklamasi Teluk Benoa Merusak Lingkungan,non-clickbait,0
"Kebocaran Data Malindo, Lion Air Jamin Penumpang Indonesia Aman",non-clickbait,0
Perluasan Ganjil Genap Hari Pertama Diklaim Sukses,non-clickbait,0
Masyarakat Akali Perluasan Ganjil Genap dengan Plat Nomor Palsu,non-clickbait,0
"Jack Ma Pensiun Hari Ini, Bagaimana Bisnis Alibaba ke Depannya?",clickbait,1
"Revisi UU KPK Disahkan, Indef Khawatir Investasi Terhambat",non-clickbait,0
"Pocong yang Satu Ini Tidak Seram, Bisa Dimakan dan Warna-warni",clickbait,1
Desainer di Balik Pilihan Sepatu Taylor Swift yang Keren,clickbait,1
"Netanyahu Kecewa Benny Gantz Enggan Bertemu,",clickbait,1
"Dibantai Timnas U-16, Mariana Utara Dielu-elukan Suporter Garuda",non-clickbait,0
"Hasil Kualifikasi Euro 2020: Jerman, Belanda, Belgia Menang",non-clickbait,0
99 Pasang Pengantin di Malaysia Menikah di Tanggal Cantik,clickbait,1
Perbankan dan Pengusaha Ingin Suku Bunga Acuan Turun Lagi,non-clickbait,0
Properti di Kawasan Sekitar Ibu Kota Baru Bakal Tumbuh,non-clickbait,0
"Kaca Mobil Baret, Begini Cara Menghilangkannya",clickbait,1
"Kualifikasi Piala Dunia 2022: Thailand, Mimpi Buruk Indonesia",non-clickbait,0
Pemerintah Siapkan Skema Ambil Alih Lahan untuk Ibu Kota Baru,non-clickbait,0
Gerindra Usul Hukuman Penjara Pelaku Kumpul Kebo Diperberat,non-clickbait,0
PM Mahathir Minta Perusahaan Malaysia Atasi Kebakaran Lahan RI,non-clickbait,0
"Dipermalukan PSG 3-0, Ini Rangkaian Catatan Buruk Real Madrid",clickbait,1
81 Proyek Strategis Nasional Senilai Rp 390 Triliun Rampung,non-clickbait,0
DKI Jakarta Dapat Penghargaan dari Save The Children Indonesia,non-clickbait,0
"Bulu di Kulit Tampak Berdiri Tegak, Apa Penyebab Merinding?",clickbait,1
"Real Madrid Dihancurkan PSG 0-3, Begini Kata Zinedine Zidane",clickbait,1
"Rayakan 25 Tahun Friends, Ralph Lauren Rilis Koleksi Rachel Green",non-clickbait,0
Susi Janji Bantu Maluku Dapatkan Dana Tambahan dari Menkeu,non-clickbait,0
Jalan Terus Larangan Ekspor Nikel,non-clickbait,0
"Sebelum Nonton Film Bebas, Mira Lesmana Ajak ke Konser 90-an",clickbait,1
Aplikasi Bank Ini Tawarkan Kemudahan Gaya Hidup Masyarakat Urban,clickbait,1
SUV Imut Suzuki Akan Lebih Boros dari Wagon R?,clickbait,1
"Per 17 Oktober, Produk Makanan Minuman Wajib Bersertifikat Halal",non-clickbait,0
"Liga Champions: Liverpool Ditekuk Napoli, Apa Kata Jurgen Klopp?",clickbait,1
Hari Ini Kris Hatta Diserahkan ke Kejaksaan Tinggi DKI Jakarta,non-clickbait,0
"Rabu Malam, Jadwal Siaran Langsung Timnas U-16 Vs Mariana Utara",non-clickbait,0
Rusia Kembangkan Drone Siluman Raksasa Berbobot 22 Ton,non-clickbait,0
"Keraton Yogyakarta, Helat Jamas Kereta Pusaka Tertuanya",non-clickbait,0
Di Balik Polemik Audisi Bulu Tangkis,clickbait,1
Pelaku Pariwisata dan Logistik Waspadai Efek Panjang Kabut Asap,non-clickbait,0
Prediksi Persib Bandung Vs Semen Padang FC di Liga 1 Rabu Ini,non-clickbait,0
"Proyek Transmisi Jawa-Bali Kedaluwarsa, PLN Cari Pendanaan Baru",non-clickbait,0
"Kabut Asap, 8 Bandara di Sumatera dan Kalimantan Tutup Layanan",non-clickbait,0
5 Manfaat Kesehatan Minum Kopi Panas dan Dingin,clickbait,1
Bendera Taiwan Diturunkan di Kepulauan Solomon,non-clickbait,0
Ini Alasan WWF Indonesia Usulkan Status Darurat Karhutla,clickbait,1
"Jadwal Liga Champions Rabu: Real Madrid, Man City, Juventus",non-clickbait,0
Proses Kilat dalam 13 Hari Revisi UU KPK,non-clickbait,0
"Toyota Land Cruiser Era 80 Masih Dijual di Afrika, Harganya Wah",clickbait,1
Kiat Menjaga Perasaan Wanita Hamil agar Tidak Stres,clickbait,1
Evaluasi Susi Pudjiastuti di Tahun Keempat Satgas Illegal Fishing,non-clickbait,0
Hari Kemenangan Koruptor Nasional,non-clickbait,0
Ihwal Melawan Kebakaran Hutan,non-clickbait,0
"Barcelona Ditahan Dortmund, Valverde Bahas Tampilan Lionel Messi",non-clickbait,0
"OPPO A9 2020 dan A5 2020 Dirilis, Fitur Kamera Jadi Andalannya",non-clickbait,0
Ketum PB PBSI Wiranto Tanggapi Kontroversi PB Djarum dan KPAI,non-clickbait,0
4 Hal Ini Bisa Jadi Penyebab Brebet hingga Mobil Mogok,clickbait,1
4 Hal yang Mesti Dipahami untuk Investasi Emas Digital,clickbait,1
Pasangan Suami Istri Cerai Setelah Tahu Masing-masing Homoseksual,non-clickbait,0
Malaysia dan Filipina Tertarik Liputan Tempo tentang ISIS,non-clickbait,0
Bendera Setengah Tiang untuk BJ Habibie di Sulawesi Selatan,non-clickbait,0
DPR Sudah Terima Surpres Presiden Jokowi Soal Revisi UU KPK,non-clickbait,0
Penumpang Pesawat Muda di India Menyamar Jadi Pria 81 Tahun,non-clickbait,0
"Pamit, Begini Rencana Ketua BPK Setelah Pensiun",clickbait,1
Menkominfo: BJ Habibie Menginspirasi Konsep Leapfrog,non-clickbait,0
Garuda Indonesia Luncurkan Aplikasi Pengiriman Barang Tauberes,non-clickbait,0
Fahri Hamzah: BJ Habibie Layak Dapat Nobel,non-clickbait,0
Ketika Sandiaga Uno Ingat Kembali Pesan Om Rudi Habibie,clickbait,1
Sudah Enam Orang Tewas Akibat Mengisap Vape,non-clickbait,0
Perjuangan BJ Habibie Picu Sri Mulyani Buat Kebijakan Kredibel,non-clickbait,0
"Habibie Wafat, 3 Ruas Jalan Tak Berlakukan Ganjil Genap Pagi Ini",non-clickbait,0
Jet Tempur AS Jatuhkan 40 Ton Bom ke Sarang Pelarian ISIS di Irak,non-clickbait,0
"Derita Pencari Suaka, Satu Nasi Kotak Dimakan Bertiga",non-clickbait,0
Prediksi Liga 1: Bhayangkara FC Vs Bali United,non-clickbait,0
"Persija Vs Bali United 0-1, Teco: Kuncinya Matikan Marko Simic",non-clickbait,0
Dubes Jerman Turut Berdukacita Atas Wafatnya BJ Habibie,non-clickbait,0
"Persija Dihantam Persipura 0-2, Apa Dalih Julio Banuelos?",clickbait,1
"Dokter Amerika Minta Masyarakat Berhenti Gunakan Vape, Indonesia?",clickbait,1
"PSIS Vs Persebaya Tanpa Penonton, Bejo Sugiantoro: Sama-sama Rugi",non-clickbait,0
Sri Mulyani yang Tersentuh Kisah Cinta Habibie untuk Ainun,non-clickbait,0
Salah Kaprah Dewan Pengawas KPK,non-clickbait,0
Pepesan Kosong RUU Pertanahan untuk Masyarakat Adat,non-clickbait,0
Merawat Sistem Verifikasi Legalitas Kayu,non-clickbait,0
Bolton Komentari Kebijakan Trump di Acara Tertutup,non-clickbait,0
"Bantah Impor Tekstil Melonjak, Kemenperin: Turun Jadi US$ 4,07 M",non-clickbait,0
Label Halal Daging Impor,non-clickbait,0
"Segera Aktifkan, Fitur Ini Bikin WhatsApp Tak Bisa Dibajak",clickbait,1
"Bunga Acuan Turun, Indef: Harus Dibarengi Kebijakan Moneter Lain",non-clickbait,0
Negeri di Atas Awan yang Menyihir Wisatawan,clickbait,1
"Tombol Galaxy Note 10 di Kiri, Ini Alasannya",clickbait,1
"Yuk Berakhir Pekan di Yogyakarta, Ada Festival Bregada Nusantara",clickbait,1
"Timnas U-16 Vs Brunei, Marselino Bisa Mantapkan Posisi Top Skor",non-clickbait,0
Honda CR-V 2020 Akan Hadir Varian Hybrid Tampang Kece,clickbait,1
Alasan Generasi Alpha Bakal Memikul Beban Berat di Masa Datang,clickbait,1
Imparsial Desak DPR Tunda Pengesahan RKUHP,non-clickbait,0
"Demi Imperfect, Penampilan Jessica Mila Berubah Total",non-clickbait,0
"Timnas U-19 Tekuk Iran, Fakhri Husaini: Semoga Jadi Pelipur Lara",non-clickbait,0
Rahang Perempuan ini Tersangkut karena Tertawa Terlalu Keras,non-clickbait,0
Kim Kardashian Sempat Tunda Melahirkan North West demi Manicure,non-clickbait,0
"Kebakaran Hutan, Pengusaha Riau Rugi Hingga Ratusan Miliar",non-clickbait,0
YLKI: Harga Rokok Harusnya Naik jadi Rp 70 Ribu per Bungkus,non-clickbait,0
"Revisi UU PAS, Napi Boleh Cuti dan Jalan-jalan ke Mal",non-clickbait,0
"PSS Vs Persipura 1-1, Jacksen Yakin Bisa Tembus Papan Atas",non-clickbait,0
"PLN Telah Membayar Kompensasi Korban Listrik Padam, Nilainya?",clickbait,1
Jejak Vandalisme Usai Demonstrasi Mahasiswa di Kompleks Parlemen,non-clickbait,0
"Penemuan Mayat Bayi di Rumah Kosong, Warga Suradita Histeris",non-clickbait,0
Jadwal Liga 1 Rabu Ini: Ada Persija Jakarta dan PSM Makassar,non-clickbait,0
Jejak Muasal Partai Gelora Besutan Fahri Hamzah - Anis Matta,non-clickbait,0
"Lithuania Vs Portugal 1-5, Cristiano Ronaldo Borong 4 Gol",non-clickbait,0
"Data Diduga Bocor, Pemilik Akun Miles Lion Air Diimbau Ubah Sandi",non-clickbait,0
"Polisi Panggil Ketum FPI, Pengacara Eggi Sudjana Bilang Begini",clickbait,1
Prediksi Persipura Vs Persija Jakarta di Liga 1 Rabu Ini,non-clickbait,0
Begini Kronologi Pemberian Obat Kedaluwarsa di Depok,clickbait,1
Polisi Bakal Gelar Perkara Untuk Tentukan Kasus Abdul Somad,non-clickbait,0
"Kalahkan Polandia, Spanyol ke Semifinal Piala Dunia Basket FIBA",non-clickbait,0
"Ingin Habibie Istirahat Total, Keluarga Batasi Penjenguk",non-clickbait,0
Sandiaga Uno Balik ke Gerindra? Ini Kata Fadli Zon,clickbait,1
Respons Simom McMenemy Setelah Suporter Timnas Memintanya Out,clickbait,1
Lifter Indonesia Turun di Kejuaraan Dunia Sebelum SEA Games 2019,non-clickbait,0
Jadwal Sepak Bola Rabu Ini: Timnas U-19 Indonesia Vs Iran,non-clickbait,0
"Barcelona Bersiap Hadapi Valencia, Messi Masih Berlatih Terpisah",non-clickbait,0
"Inggris vs Kosovo 5-3, Jadon Sancho Borong Dua Gol",non-clickbait,0
"Punya Tujuan Hidup dan Ambisi, Kunci Atasi Insomnia",clickbait,1
"Remaja juga Butuh Perawatan Kulit Wajah, Intip Panduannya",clickbait,1
"Pemblokiran Internet, 6 Wilayah di Papua dan Papua Barat Dipantau",non-clickbait,0
Piala Dunia Basket FIBA 2019: Laju Serbia Dihadang Argentina,non-clickbait,0
"Ereksi Bermasalah, Bisa Jadi Itu Tanda Penyakit Parkinson",non-clickbait,0
