title,label,label_score
"Keberatan dengan Dakwaan, Kivlan Zen Ajukan Eksepsi",non-clickbait,0
Putra Kedua BJ Habibie: Bapak Sudah Stabil Tapi Masih Lemas,non-clickbait,0
"Belum Ada Tersangka Kasus ART Tewas Diterkam Anjing, Kenapa?",clickbait,1
Airlangga Hartarto Minta Kader Golkar di DPR Kawal Kebijakan Jokowi,non-clickbait,0
Bambang Sadono: Amandemen Terbatas UUD Tidak Akan Melebar Kemana-mana,non-clickbait,0
"Putra Kedua BJ Habibie: Jangan Khawatir, Beliau Sudah Sembuh",clickbait,1
3 Hal tentang Permintaan Pembangunan Istana Presiden di Papua,clickbait,1
Kader Muda NU Dukung Revisi UU untuk Kuatkan KPK,non-clickbait,0
"MPR: Menghidupkan GBHN itu Suara Rakyat, bukan Kami",clickbait,1
Kisah Pencuri yang Terperangkap di Rumah Mewah Sasarannya,clickbait,1
Keluarga Batasi Pembesuk BJ Habibie di Rumah Sakit,non-clickbait,0
Antam Sabet Penghargaan Gold Pada SDGs Lewat Kopi Halmahera,non-clickbait,0
KPK Geledah 5 Lokasi Terkait Kasus Mafia Migas,non-clickbait,0
"MPR Ungkap Rekomendasi GBHN, Berisi Program 50 Tahun dalam 10 Halaman",non-clickbait,0
KPK Tetapkan Eks Dirut Petral Bambang Irianto Tersangka Mafia Migas,non-clickbait,0
Theo L Sambuaga: BJ Habibie Salat Sambil Berbaring,clickbait,1
"Masih Cari Waktu, Jokowi Akan Kunjungi Papua",clickbait,1
Kapolda Jatim Ultimatum Veronica Koman Agar Kooperatif,non-clickbait,0
Wakil Ketua MPR Prihatin Kondisi Moral Bangsa yang Memburuk,non-clickbait,0
"Kasus Mafia Migas, Bambang Irianto Terima Suap USD 2,9 Juta",non-clickbait,0
JDIH BNP2TKI Raih Terbaik II JDIHN Award 2019,non-clickbait,0
VIDEO: Operasi Patuh Jaya Sasar Pengendara di Kawasan Juanda dan Gondangdia,clickbait,1
"Muncul Usulan DKI Gunakan Dua Wagub, Mungkinkah?",clickbait,1
Ratusan Peneliti LIPI Tolak Revisi UU KPK,non-clickbait,0
"Potret Kemiskinan, Keluarga di Karawang Ini Tinggal di Gubuk Mirip Kandang Ayam",clickbait,1
Jokowi: Saya Paksa BUMN Terima 1.000 Masyarakat Papua,clickbait,1
Jokowi: Tahun Depan Istana Presiden Dibangun di Papua,clickbait,1
"Lelang ERP Batal, Dishub DKI Coret Anggaran Rp 40,9 Milliar dari APBD 2019",non-clickbait,0
"Bertemu Jokowi, Tokoh Papua Minta Pemekaran dan Bangun Istana Kepresidenan",clickbait,1
Doa Ma'ruf Amin untuk Kesembuhan BJ Habibie,clickbait,1
Tokoh Papua: Benny Wenda Tak Berhak Mengatur NKRI dan Tanah Papua,clickbait,1
VIDEO: Warteg Terbakar di Jakarta Barat,clickbait,1
Jokowi Setujui Usulan Pemekaran Wilayah di Papua dan Papua Barat,non-clickbait,0
PLN Sabet 9 Penghargaan ISDA 2019,non-clickbait,0
"DPR Bahas Revisi UU MD3, Golkar Incar Posisi Ketua MPR",clickbait,1
"Datangi Gedung Merah Putih, Tokoh Lintas Agama Tolak Revisi UU KPK",non-clickbait,0
"Laporan Dicabut, Polisi Hentikan Kasus Pemotor Tabrak Pejalan Kaki di Trotoar",non-clickbait,0
Ketua DPRD Kota Jayapura Sumbang Tanah Pribadi untuk Bangun Istana Presiden,non-clickbait,0
"Ide Anies Legalkan PKL di Trotoar, Langgar Undang-Undang?",clickbait,1
Demokrat Tunggu Rekomendasi DPP terkait Pimpinan DPRD DKI,non-clickbait,0
"Rumah Makan Gratis di Bogor Digarong, 3 Handphone Raib",non-clickbait,0
Syarat Minimal Pendidikan Pelamar Untuk 6 Jabatan CPNS,non-clickbait,0
Jokowi Akan Bertemu Tokoh Papua di Istana Hari Ini,non-clickbait,0
Kabar BJ Habibie Meninggal Dipastikan Hoaks,non-clickbait,0
"Catat, Gerhana Matahari Cincin Terlihat di Indonesia pada 26 Desember 2019",clickbait,1
"Jenguk BJ Habibie di RSPAD, Anies Baswedan: Belum Bisa Berkomunikasi",clickbait,1
"Tingkatkan Kompetensi, Kemnaker Beri Pelatihan PKB",non-clickbait,0
"VIDEO: Ganjil Genap Diperluas, Udara Jakarta Masih Kotor",clickbait,1
"Demi Kenyamanan, Menpar: Homestay Harus Ada Regulasi",clickbait,1
5 Orang Tewas Usai KA Gumarang Hantam Angkot di Cibitung 11 Tahun Lalu,non-clickbait,0
"Jenguk BJ Habibie, SBY Absen di Acara Demokrat",clickbait,1
Ada 941 Pelanggaran di Hari Pertama Perluasan Ganjil Genap,non-clickbait,0
Komisi III DPR Temui Koalisi Masyarakat Sipil Bahas Capim KPK,non-clickbait,0
"SBY dan Air Mata Rindu untuk Sang Belahan Hati, Ani Yudhoyono",clickbait,1
"Sterilisasi Trotoar, Dishub DKI Jakarta Akan Lakukan Kanalisasi Jalan",non-clickbait,0
"Didampingi Budi Gunawan, Jokowi Dengar Aspirasi dari Tokoh Papua",non-clickbait,0
Polisi Tangkap Pengendara Motor Tabrak Pejalan Kaki di Trotoar yang Viral di Medsos,non-clickbait,0
SBY: Ekonomi Indonesia Harus Tumbuh dan Berkelanjutan,clickbait,1
"Metro Sepekan: Cerita Kecelakaan Tol Cipularang, Siapa Wanita Berbaju Putih?",clickbait,1
SBY Harap Pidato Kontemplasinya Didengar Jokowi,non-clickbait,0
"Top 3 News: Usai Raya Meninggal, Bagaimana Kelanjutan Kasus Video Syur Vina Garut?",clickbait,1
Fakta Baru Terungkap Saat Aulia Kesuma Rekonstruksi Pembunuhan Suami dan Anak Tiri,clickbait,1
PB Djarum Setop Audisi Beasiswa Bulu Tangkis,non-clickbait,0
Pemerintah Masih Batasi Orang Asing Masuk Papua dan Papua Barat,non-clickbait,0
Suku-Suku di Manokwari Akan Laksanakan Deklarasi Damai,non-clickbait,0
Ditjen Imigrasi Akan Cabut Paspor Veronica Koman,non-clickbait,0
KPK Umumkan Tersangka Mafia Migas Siang Ini,non-clickbait,0
Harap-Harap Cemas Ujung Revisi UU KPK,clickbait,1
Akses Internet di 25 Wilayah Papua dan 11 Daerah Papua Barat Dibuka,non-clickbait,0
Airlangga Diingatkan Tak Jual Nama Jokowi Jelang Munas Golkar,non-clickbait,0
"Kebakaran di Kapuk Muara Berhasil Dipadamkan, 21 Damkar Dikerahkan",non-clickbait,0
Wiranto Minta Gubernur-Gubernur Patungan Bangun Asrama Nusantara,clickbait,1
Kivlan Zen Siap Jalani Sidang Perdana Kepemilikan Senjata Api Ilegal,non-clickbait,0
963 Kendaraan Kena Tilang di Sore Pertama Perluasan Ganjil Genap Berlaku,non-clickbait,0
PAN Tunjuk Putri Zulkifli Hasan Jadi Pimpinan DPRD DKI,non-clickbait,0
VIDEO: Pria Pamer Ilmu Tenaga Dalam saat Ditilang Polisi,clickbait,1
"Di Depan Tokoh Papua, Jokowi: Sudah Hukum Tuhan Kita Berbeda",clickbait,1
"Kabut Asap Makin Pekat, Sekolah di Jambi Diliburkan",non-clickbait,0
Dishub Jaksel: Ganjil Genap Hari Kedua Lebih Lancar,clickbait,1
Wiranto Kirim Utusan ke PBB Jelaskan Konflik di Papua,non-clickbait,0
"Jenguk Habibie di RSPAD, Hamdan Zoelva: Semoga Cepat Disembuhkan oleh Allah",clickbait,1
"Hadiri Sidang Perdana Kepemilikan Senjata Api, Kivlan Zen Pakai Kursi Roda",clickbait,1
Peneliti LIPI: Revisi UU KPK Bentuk Kartel Politik di DPR,clickbait,1
KPK Minta Menkumham Pelajari Revisi UU KPK dengan Baik,non-clickbait,0
Ditjen Imigrasi Sebut Veronica Koman Ada di Australia,non-clickbait,0
Anies: Perbaikan Kualitas Udara Jakarta Tak Bisa Tiba-Tiba,clickbait,1
Cuaca Hari Ini: Langit di Jabodetabek Cerah dari Pagi Hingga Malam,clickbait,1
Adik Kandung BJ Habibie: Kondisi Bapak Membaik,clickbait,1
Ketum PBNU Said Aqil Terpilih Jadi Vice President Religion for Peace,non-clickbait,0
"100 Hari Ani Yudhoyono Berpulang, Ini Kenangan SBY Akan Sosok Memo",clickbait,1
"Tokoh Papua Bertemu Jokowi, Budi Gunawan: Mereka Siap Jadi Ujung Tombak NKRI",clickbait,1
Jaksa Sebut Kivlan Zen Bayar Mata-Mata Rp 25 Juta untuk Intai Wiranto-Luhut,non-clickbait,0
Demokrat Akan Bangun Museum untuk Ani Yudhoyono di Pacitan,non-clickbait,0
"Pilih Cawagub DKI, Fraksi PSI Punya Kriteria Sendiri",clickbait,1
Doa Sejumlah Tokoh untuk BJ Habibie yang Dirawat di RSPAD,clickbait,1
Keluarga Akan Batasi Tamu ke Rumah BJ Habibie,non-clickbait,0
KPK Cegah Anggota DPR Melchias Mekeng ke Luar Negeri,non-clickbait,0
Putra BJ Habibie: Bapak Sering Lupa Sudah Berumur 80 Tahun,clickbait,1
"Keluarga: BJ Habibie Meninggal Dunia Hoaks, Jangan Dipercaya",clickbait,1
"Mendagri: Otonomi Khusus 2021, Masih Lama",clickbait,1
"Tak Didampingi Kuasa Hukum, Sidang Dakwaan Habil Marati Ditunda",non-clickbait,0
Keluarga Sebut BJ Habibie Tak Akan Dirawat di Jerman,non-clickbait,0
"M Nuh: Respons Habibie Bagus, Sudah Bisa Buka Mata",clickbait,1
JK Setuju Pegawai KPK Berasal dari ASN,non-clickbait,0
Fahri Hamzah Mengaku Tengah Persiapkan Partai Gelora,non-clickbait,0
JK Sebut Jokowi Segera Kirim Surpres ke DPR Terkait Revisi UU KPK,non-clickbait,0
Polisi Selidiki Transaksi Keuangan dari Rekening Veronica Koman,non-clickbait,0
Menteri LHK Akan Kirim Surat Protes ke Dubes Malaysia soal Asap Karhutla,non-clickbait,0
Wiranto Pastikan Pembinaan Atlet Bulu Tangkis Berjalan,non-clickbait,0
"Kisah Pilu Asih, Diperkosa dan Jadi Tumbal Pesugihan Teman Dekat",clickbait,1
Sheila Majid dan Ruth Sahanaya Kangen-kangenan di Golden Memories Asia Indosiar,clickbait,1
"Raditya Dika Menderita Autoimun, Anak Alami Gejala yang Sama",non-clickbait,0
"Bakal Tampil di Konser Ari Lasso, Andra and the BackBone Tak Perlu Latihan",clickbait,1
4 Fakta Sidang Perdana Kasus Narkoba Jefri Nichol,clickbait,1
"Bakal Gelar Konser di 3 Kota, Ari Lasso Ingin Intim dengan Penggemar",clickbait,1
"Dianggap Membongkar Aib Sendiri, Bebby Fey Tak Ambil Pusing",clickbait,1
Aktor Kim Min Joon Segera Nikahi Kakak G-Dragon,clickbait,1
Kim Kardashian Gelisah Setelah Didiagnosa Mengidap Penyakit Lupus,non-clickbait,0
Fanny Ghassani Mengaku Tak Dilarang Suami Unggah Foto Berbikini,clickbait,1
Bima Aryo Janji Klarifikasi Soal Anjingnya yang Tewaskan ART,clickbait,1
"Jalani Radioterapi, Ria Irawan Dapat Kiriman Bunga dari Jokowi",non-clickbait,0
"Saking Ngerinya Akting Lee Dong Wook, Kru Drama Sampai Menenangkan Penonton",clickbait,1
"Mengaku Jadi Korban Pemerkosaan, Ini 4 Fakta Menarik tentang Barbie Nouva",clickbait,1
Ahmad Dhani Juga Beri THR pada Keluarga Korban Kecelakaan Dul Jaelani,clickbait,1
"Sepekan Unggah Pose Berhijab, Irish Bella Ngaku Ingin Berhijrah",clickbait,1
"Jadi Korban Perkosaan, Kenapa Barbie Nouva Tak Lapor Polisi?",clickbait,1
Slank Bakal Tampil Bareng MLTR di Massive Worldwide 2019 Malaysia,non-clickbait,0
Film Joker Tak akan Bertempat di Dunia Batman,non-clickbait,0
"Ngaku Pernah Tinggal di Amerika, Barbie Kumalasari Bikin Geli Boy William",clickbait,1
"Raih 1,3 Juta Penonton, Gundala Jadi Film Terlaris ke-6 Tahun Ini",non-clickbait,0
"Menderita Autoimun, Raditya Dika Berobat ke Singapura",non-clickbait,0
"Penderitaan Prilly Latuconsina, Bermata Bengkak di Danur 3 Sunyaruri",non-clickbait,0
Perasaan Adipati Dolken saat Warkop DKI Reborn Tayang di Bioskop,clickbait,1
Ada Peran Tohpati di Lagu Terbaru Penyanyi Riri,non-clickbait,0
"Kulit Sensitif, Gracia Indri Selektif Pilih Tempat Kecantikan",clickbait,1
"Peringatkan Farhat Abbas, Hotman Paris: Jaga Kesehatan dan Minum Vitamin",clickbait,1
"Sempat Ingin Berhenti, Kini Sinead O'Connor Manggung dengan Hijab",clickbait,1
Bebby Fey Ajak Sumpah Pocong YouTuber yang Membohonginya,clickbait,1
Heboh Pengakuan Barbie Nouva Pernah Diancam Pistol dan Diperkosa,clickbait,1
Joker Dinobatkan Jadi Film Terbaik di Festival Film Venesia,non-clickbait,0
Elza Syarief Kecewa dengan Perlakuan Hotman Paris,clickbait,1
"Ahmad Dhani Dipenjara, Korban Dul Jaelani Sempat Khawatir Santunan Terhenti",non-clickbait,0
"Jadi Korban Perkosaan, Barbie Nouva Juga Ngaku Dilecehkan Paman Sendiri",non-clickbait,0
VIDEO: Hailee Stainfeld Bakal Gabung Marvel?,clickbait,1
"Hobi Olahraga Mahal, Ali Syakieb Rogoh Kocek Rp 100 Juta Lebih",clickbait,1
"Susah Tidur, Jefri Nichol Ditawari Ganja Di Restoran Fast Food Kemang",clickbait,1
VIDEO: Joker Raih Penghargaan Film Terbaik Festival Film Venice 2019,clickbait,1
Tarra Budiman Tak Keberatan Nama Anaknya Dipakai Orang Lain,non-clickbait,0
Nicki Minaj Minta Maaf soal Pengumuman Pensiun,non-clickbait,0
Agnez Mo Ceritakan Makna Mendalam di Lagu Diamond,clickbait,1
Sandra Dewi Bikin Iri karena Tetap Cantik dan Singset Usai Melahirkan,clickbait,1
Mane Tegaskan Bahagia di Liverpool,non-clickbait,0
Rossi Prediksi Inter Milan Mampu Saingi Juventus,non-clickbait,0
"Melesat Bak Meteor, Chelsea Asuh Mason Mount Sejak Usia Dini",clickbait,1
Jadwal Siaran Langsung Timnas Indonesia Vs Thailand di Kualifikasi Piala Dunia 2022:,non-clickbait,0
Bek Manchester United Berobat ke China Demi Kesembuhan Cedera,non-clickbait,0
NBA Haramkan Pemain Bergaya ala Ninja,non-clickbait,0
"Abaikan KPAI, PBSI Daerah Minta Audisi Bulutangkis Djarum Tetap Jalan",non-clickbait,0
Jadwal Liga Inggris Akhir Pekan Ini: MU Tantang Leicester,clickbait,1
Jadwal Shopee Liga 1 2019 Pekan Ini: Persipura vs Persija,non-clickbait,0
Atlet Jetski Indonesia Aqsa Sutan Aswar Juara di Amerika Serikat,non-clickbait,0
Pelatih Timnas Indonesia Sebut Dua Pemain Thailand Ini Punya Kualitas Pembeda,clickbait,1
"Lawan Timnas Indonesia, Pelatih Thailand Perbaiki Masalah Lini Depan",non-clickbait,0
Timnas Indonesia vs Thailand: Waspadai Gempuran Lawan,clickbait,1
"Tak Ingin Masalah Berlarut, Ganjar Pranowo Siap Jadi Mediator KPAI dan Djarum",non-clickbait,0
"Ingin Bangkit, Timnas Indonesia Siap Tempur Melawan Thailand",clickbait,1
Adu Taktik Timnas Indonesia Vs Thailand: Simon McMenemy Ditantang Pelatih Kelas Piala Dunia,clickbait,1
"Hasil Lengkap Kualifikasi Euro 2020: Jerman Rebut Puncak Klasemen, Belanda Mengamuk",clickbait,1
"Masuk Radar MU, Ini Respons James Maddison",clickbait,1
Winger MU Frustrasi Setelah Dipulangkan dari Timnas Inggris,clickbait,1
Prediksi Timnas Indonesia Vs Thailand: Pantang Kalah Lagi!,clickbait,1
"Jadwal Timnas Indonesia vs Thailand di Kualifikasi Piala Dunia 2022, Siaran Langsung Televisi",non-clickbait,0
Daftar Alumnus Audisi Beasiswa Bulu Tangkis PB Djarum,clickbait,1
Membuka Lembaran Sejarah Rivalitas Timnas Indonesia dengan Thailand,clickbait,1
Klasemen MotoGP 2019 Jelang Balapan di San Marino,non-clickbait,0
"Jelang Timnas Indonesia Vs Thailand, Banyak Faktor yang Bebani Skuat Garuda",clickbait,1
Michael Owen Sebut Kualitas MU dan Liverpool Setara,non-clickbait,0
Jadwal MotoGP San Marino 2019: Momentum Kebangkitan Marquez,clickbait,1
Sergio Ramos Dukung Penuh Rencana Real Madrid Gaet Pogba,non-clickbait,0
Jadwal Timnas Indonesia vs Thailand di Kualifikasi Piala Dunia 2022,non-clickbait,0
Timnas Indonesia Vs Thailand: Simak Duel Antarlini Kedua Tim,clickbait,1
"Acer Rilis Planet9, Platfrom Generasi Baru bagi Penggemar Esports",non-clickbait,0
Kualifikasi Euro 2020: Timnas Jerman Beri Kekalahan Pertama untuk Irlandia Utara,clickbait,1
"Dikabarkan Ingin ke MU, Winger Juventus Marah Besar",clickbait,1
"HEADLINE: Audisi PB Djarum Disetop, Bagaimana Nasib Regenerasi Atlet Bulu Tangkis?",clickbait,1
Bintang Thailand Targetkan 3 Poin di Markas Timnas Indonesia,non-clickbait,0
"FIFA 20 Rating Dirilis, Lionel Messi Berhasil Ungguli Ronaldo",clickbait,1
Gagal Rekrut Lionel Messi Jadi Penyesalan Terbesar di Hidup Arsene Wenger,clickbait,1
"Cedera Parah, Chiellini Ingin Tetap Dampingi Juventus",non-clickbait,0
Legenda MU: Aguero Terlahir Sebagai Bek Bukan Penyerang,clickbait,1
Legenda Napoli: Lukaku Lebih Bagus dari Icardi,clickbait,1
3 Kemenangan Terakhir Timnas Indonesia atas Thailand,clickbait,1
Van Dijk Tolak Pinangan Real Madrid,clickbait,1
Barcelona Habiskan Uang Paling Banyak untuk Gaji Pemain di Liga Spanyol,non-clickbait,0
Jadwal Timnas Indonesia vs Thailand: Saatnya Bangkit!,clickbait,1
"Kerap Koleksi Kartu Kuning, Pelatih Persib Desak Pemain Tahan Emosi",clickbait,1
Hatem Ben Arfa dan 7 Pemain Bintang yang Tak Punya Klub,clickbait,1
Timnas Indonesia vs Thailand: McMenemy Kantongi Kelemahan Lawan,clickbait,1
Alasan Legenda Inggris Tolak MU: Everton Masih Lebih Hebat,clickbait,1
"Simon McMenemy: Lawan Tim Mana Pun, Timnas Indonesia Harus Menang",clickbait,1
Legenda Liverpool: Menuduh Salah Egois Itu Berlebihan,clickbait,1
Wonderkid Thailand Siap Bikin Malu Timnas Indonesia di Jakarta,clickbait,1
Timnas Indonesia vsThailand: Manahati Minta Suporter Datang Langsung ke SUGBK,clickbait,1
"Jadwal Timnas Indonesia vs Thailand di PPD 2022, Siaran Langsung Televisi",non-clickbait,0
Simon McMenemy Minta Pemain Timnas Indonesia Kurangi Aktivitas di Medsos,non-clickbait,0
Pelatih Bali United Minta Timnas Indonesia Awasi Messi Thailand,non-clickbait,0
4 Pertemuan Timnas Indonesia Vs Thailand yang Tak Terlupakan,clickbait,1
26 Atlet Lolos ke Final Audisi Umum Beasiswa Bulu Tangkis PB Djarum di Kudus,non-clickbait,0
"4 Pilar Absen, Persija Andalkan Pemain Anyar Hadapi Persipura",clickbait,1
"Isi Tenaga di Jeda Kompetisi, Bek Persija Berambisi Tumbangkan Persipura",clickbait,1
"Soal Badai Cedera, MU Dapat Kabar Baik",clickbait,1
"Jadwal Timnas Indonesia vs Thailand, Siaran Langsung Televisi",non-clickbait,0
Barcelona Tak Tahu Cara Maksimalkan Frenkie De Jong,clickbait,1
Rekor Tandang Borneo FC Bikin Arema FC Cemas,clickbait,1
"Cedera Pulih, Timnas Indonesia Bisa Mainkan Osas Saha Saat Hadapi Thailand",non-clickbait,0
"Ketika Dilatih Wenger, Arsenal Hampir Angkut Lionel Messi dari Barcelona",clickbait,1
Persib Incar Bachdim dan Ferdinand? Begini Kata Robert Alberts,clickbait,1
"Membandingkan Kekuatan Valentino Rossi, Marc Marquez, dan Alex Rins",non-clickbait,0
Juventus Bakal Dapat Kontrak Sponsor Bernilai Fantastis,clickbait,1
"Jadwal Timnas Indonesia vs Thailand, Live di Televisi",non-clickbait,0
Prediksi Kualifikasi Euro 2020 Prancis Vs Andorra: Potensi Hujan Gol di Paris,clickbait,1
Gelandang Tottenham Jadi Rebutan Real Madrid dan Juventus,clickbait,1
Koscielny Tinggalkan Arsenal Tak Ada Hubungannya dengan Uang,clickbait,1
Persebaya Surabaya Tunggu Pemain Timnas Indonesia,non-clickbait,0
Ujian Zidane di Bulan Melelahkan Real Madrid,clickbait,1
Lautaro Martinez: Icardi Sebenarnya Ingin Bertahan di Inter Milan,clickbait,1
Komdis PSSI Jatuhkan Denda Rp300 Juta kepada Persib,non-clickbait,0
5 Pelatih dengan Bayaran Tertinggi di Dunia,clickbait,1
"Penuh Gairah, Petenis Seksi Ini Cium Mesra Pacar Baru usai Gagal di AS Terbuka",clickbait,1
Susunan Pemain Timnas Indonesia vs Thailand: Beto Kembali Jadi Andalan,clickbait,1
3 Kendala Manchester United yang Belum Diatasi Ole Gunnar Solskjaer,clickbait,1
Alexis Sanchez Tak Sudi Balik ke MU Lagi,clickbait,1
"Jadwal Timnas Indonesia vs Thailand di Kualifikasi PD 2022, Siaran Langsung Televisi",non-clickbait,0
Real Madrid Mulai Dekati Virgil van Dijk,non-clickbait,0
Deschamps Minta Arsenal Jangan Bergantung kepada Guendouzi,non-clickbait,0
Inter Milan Ogah Jual Skriniar ke Manchester City,clickbait,1
Samsung Galaxy A20s Punya Tiga Kamera Utama?,clickbait,1
Melihat Lebih Dalam Tiga Laptop Gaming Lenovo Legion Terbaru,non-clickbait,0
Kemkominfo Masih Blokir Internet di 6 Wilayah Papua,non-clickbait,0
